Gene	variation
ABHD17A	0.678406388428186
ABHD17B	0.377426363830335
ABHD2	0.491928528233988
ABHD3	0.389033054379691
ABHD4	0.217149964153519
ABHD5	0.354825806765106
ABHD6	0.557507852690454
ABHD8	0.356724175540932
ABI1	0.598015361090813
ABI2	0.246900646212106
ABI3BP	0.386205325364537
ABL1	0.355381390500774
ABL2	0.256265988460902
ABLIM1	1.07233519432523
ABLIM3	0.782824840388075
ABO	0.386966242435285
ABR	0.529244533818327
ABT1	0.286588864928438
ABTB2	0.337323476177183
AC002310.7 /// ZNF785	0.294826761066226
AC003989.4	0.212481161109991
AC004490.1 /// AX746733	0.167349875031372
AC004692.5	0.291892206575799
AC004941.5	0.339867171735683
AC005838.2	0.353196976760396
AC007292.3	0.243942569145879
AC007389.3	0.410628339488744
AC007967.3 /// RBMY2TP /// RBMY2TP	0.384698666150977
AC009237.8 /// AK055967	0.491422831907059
AC009947.3 /// RBMY2AP /// RBMY2AP /// RBMY2BP /// RBMY2BP /// RBMY2DP /// RBMY2DP	0.163813837836072
AC012065.7	0.247555909559876
AC068039.4	0.238505672177948
AC074212.6	0.388134782138452
AC084219.3	0.345517702243836
AC104537.2 /// TCEB1P28	0.182841723654184
AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2	1.57614764377416
ACAA1	0.366067299907144
ACAA2	0.508087509309687
ACACA	0.357195560006542
ACACB	0.752870458305553
ACAD10	0.300097675991152
ACAD8	0.918820549550047
ACADL	1.59559366744257
ACADM	0.56067874028327
ACADS	0.313228396561684
ACADSB	0.239252803422722
ACADVL	0.541922841296257
ACAN	0.286086281323364
ACAP1	0.417926284429958
ACAP2	0.519033059383124
ACAT1	0.694200338128919
ACAT2	0.429815128672467
ACBD3	0.573832670773887
ACBD4	0.263689669896799
ACD	0.329730681538303
ACE	0.442777146103002
ACE2	0.340781450713198
ACHE	0.315624558248208
ACIN1	0.354213619772125
ACKR1	1.49493089819863
ACKR2	0.310273174989775
ACKR3	1.10917068843266
ACKR4	0.874918301720026
ACLY	0.580374898543123
ACN9	0.432816263661536
ACO1	0.458198614545593
ACO2	0.216534803108402
ACOT1 /// ACOT2	0.563112821540406
ACOT11	0.296406432115713
ACOT13	0.682733952845963
ACOT7	0.472621937570677
ACOT8	0.334115398465114
ACOT9	0.481737111911221
ACOX1	0.342962612355734
ACOX2	0.585379288863521
ACOX3	0.215177175495301
ACOXL	0.218110819906604
ACP1	0.493231938207444
ACP2	0.516640856598942
ACP5	1.21737392082414
ACP6	0.574405077262387
ACPP	0.301113045639602
ACR	0.328952044648764
ACRV1	0.230016382817664
ACSBG1	0.224323770057296
ACSBG2	0.335584977624078
ACSF2	0.421253243431519
ACSL1	0.742220813989583
ACSL3	0.465901305146549
ACSL4	0.725985637160737
ACSL5	0.6465092375417
ACSL6	0.22485519025246
ACSM1	0.240951258362138
ACSM2A /// ACSM2B	0.26738137342078
ACSM3	0.42159399218454
ACSM5	0.335311827892852
ACSS3	0.412166165751135
ACTA1	0.26446233242515
ACTA2	0.749118711660689
ACTB	0.252584392584154
ACTB /// ACTG1	0.209950939436073
ACTBP9 /// ACTBP9	0.303228003822746
ACTC1	0.142453990286318
ACTG1P4 /// AMY1A /// AMY1B /// AMY1C /// AMY2A /// AMY2B	1.96815736256524
ACTG2	0.917500552823741
ACTL6A	0.916960537514199
ACTL6B	0.250883018496677
ACTL7A	0.306889593723866
ACTL7B	0.177307989038713
ACTL8	0.317248011923295
ACTN1	0.512188874715738
ACTN2	0.247294824207493
ACTN3	0.238848980909075
ACTN4	0.521612073753676
ACTR10	0.408175096913748
ACTR1A	0.33726316289026
ACTR1B	0.319635418905573
ACTR2	0.447372573938299
ACTR3	0.529119414450577
ACTR3B	0.327235033301795
ACTR3P2 /// ACTR3P2	0.149103818313182
ACTR5	0.364636647822755
ACTR6	0.81353374833423
ACTR8	0.261281138331401
ACVR1	0.789485018050417
ACVR1B	0.340894510167602
ACVR2A	0.240128622531753
ACVR2B	0.349791160285191
ACVR2B-AS1	0.258766622664098
ACVRL1	0.644415440166282
ACYP1	0.483263653220995
ACYP2 /// LOC101927144	0.52494550141196
ADA	0.394130147412509
ADAM10	0.533631057688071
ADAM11	0.292121067410365
ADAM12	0.287844543139246
ADAM15	0.512113359359651
ADAM17	0.417326774747229
ADAM18	0.222840675652987
ADAM19	0.242208982074385
ADAM2	0.112672630691979
ADAM20	0.188368491450126
ADAM21	0.279739298419441
ADAM22	0.20840062793126
ADAM23	0.186727803278671
ADAM28	0.592674314481204
ADAM29 /// LOC101928551	0.298680685589567
ADAM30	0.321296665068274
ADAM3A	0.156451958619152
ADAM3B /// ADAM3B	0.146052943624889
ADAM5	0.297897723917055
ADAM7	0.177790429762489
ADAM8	0.598529695223982
ADAM9	0.791898119552705
ADAMDEC1	1.07419664235164
ADAMTS1	2.1818946742531
ADAMTS12	0.248862506193922
ADAMTS13	0.192247978247919
ADAMTS2	0.256347747817391
ADAMTS20	0.123196349108816
ADAMTS3	0.389550560604919
ADAMTS5	0.466597066322284
ADAMTS6	0.2307575652008
ADAMTS7	0.254054769081158
ADAMTS8	1.21972463084297
ADAMTS9	0.621086809215417
ADAMTSL2	0.425089615029381
ADAMTSL3	2.09572632457686
ADAMTSL4	0.388615834023064
ADAP1	0.251447784396817
ADAP2	0.361489809292705
ADAR	0.443727287400772
ADARB1	1.01241855692014
ADARB2	0.223438780828202
ADAT1	0.390968884490279
ADCK2	0.226159650158685
ADCK3	0.397311167955916
ADCK4	0.247827389894581
ADCY1	0.20716722901414
ADCY10	0.227394207336448
ADCY2	0.228553467716112
ADCY3	0.357542694460537
ADCY6	0.26891336130735
ADCY7	0.956977905108735
ADCY8	0.444502184930884
ADCY9	0.730215873037948
ADCYAP1	0.231946757234643
ADCYAP1R1	0.188802834628957
ADD1	0.450426457787085
ADD2	0.255854999475307
ADD3	0.608501163904641
ADD3-AS1	0.238949559245665
ADGB	0.225874480940117
ADH1A	0.275218196725826
ADH1B	3.59532238540675
ADH1C	0.562382826786878
ADH5	0.511846415125561
ADH6	0.152069368678035
ADH7	0.308636289067316
ADI1	0.664501882565435
ADIPOQ	0.192647923044041
ADIPOR1	0.358132288359666
ADIPOR2	0.685105627952098
ADIRF	3.12423748646686
ADK	0.571785672219871
ADM	0.962763888238987
ADM2	0.305532520932296
ADNP	0.658598365454276
ADNP2	0.342404426997568
ADO	0.302051642510632
ADORA1	0.254886744906822
ADORA2A /// SPECC1L-ADORA2A	0.362037087285604
ADORA2B	0.715733539612014
ADORA3	0.424930238265722
ADPGK	0.312464924326932
ADPRH	0.292668397219906
ADPRM	0.291897875719948
ADRA1A	0.150992940764038
ADRA1B	0.165806388673145
ADRA1D	0.275284315155368
ADRA2A	0.542991630710324
ADRA2B	0.285781253911429
ADRA2C	0.503090549901896
ADRB1	0.31025925542624
ADRB2	1.66654127596402
ADRB3	0.212799539146127
ADRBK1	0.19642709856635
ADRBK2	0.343160566068041
ADRM1	0.503372155120681
ADSL	0.50788739239259
ADSS	0.713162428457352
ADTRP	0.30197608794578
AEBP1	0.998797246548655
AEN	0.336278567057799
AES	0.660465597380874
AF007147	0.529311401396416
AF070581	0.208551215589967
AF090939	0.263048649612427
AF198444	0.179924560263068
AFAP1	0.163993164027696
AFF1	0.248933720374012
AFF2	0.211858733004664
AFF3	0.231386518162362
AFF4	0.335705416928743
AFG3L2	0.290217714873464
AFM	0.166515697715239
AFP	0.175272149684249
AFTPH	0.271295402116287
AGA	0.509081977522814
AGAP1	0.476588920895972
AGAP10 /// AGAP11 /// AGAP4 /// AGAP5 /// AGAP9 /// BMS1P5 /// CTGLF12P /// LOC101060581	0.428858992962461
AGAP11 /// AGAP4 /// AGAP6 /// AGAP7P /// CTGLF12P /// LOC101060581	0.392645130298861
AGAP2	0.265876829697737
AGBL2	0.454594331016016
AGBL3	0.0939680565623586
AGBL5	0.322320708173887
AGER	4.55695233001736
AGFG1	0.32878490644147
AGFG2	0.232318930851187
AGGF1	0.267866316860172
AGK	0.36159905158636
AGL	0.773440674624413
AGMAT	0.391900949716654
AGO1	0.32386518859148
AGO2 /// CASC7 /// CASC7 /// DQ574852	0.475696537538778
AGO3	0.570853160999647
AGO4	0.278262694713776
AGPAT1	0.342349145131733
AGPAT2	0.529160767282821
AGPAT3	0.331683235539793
AGPAT4	0.369435034754113
AGPAT5	0.521874502156846
AGPS	0.713373369844165
AGR2	2.13165044596568
AGRN	0.643265172836486
AGRP	0.275241280533542
AGT	0.610717875984074
AGTPBP1	0.523871475903332
AGTR1	1.31896510971984
AGTR2	1.03534965166325
AGXT	0.212971400837567
AHCTF1	0.398212752957209
AHCY	0.923385202289396
AHCYL1	0.299703009753102
AHCYL2	0.567160813617708
AHDC1	0.425290918410655
AHI1	0.359622549680122
AHNAK	1.28865545582956
AHNAK2	2.27001388542249
AHR	0.629183127789243
AHSA1	0.517911843218887
AHSA2	0.649955817146307
AHSG	0.134322056016845
AHSP	0.234459486735247
AICDA	0.272419229340228
AIDA	0.873507607111312
AIF1	0.526471593929376
AIFM1	0.452903088380271
AIM1	0.637326694049875
AIM1L	0.251226201523948
AIM2	0.813099279204944
AIMP1	0.415001069914981
AIMP2	0.633964367374503
AIP	0.306023934900793
AIPL1	0.191800220620372
AIRE	0.26277244828784
AJ011981 /// DPY19L1	0.443858744255295
AJAP1	0.203913395357
AK021537	0.356275619559105
AK021933	0.338714718893407
AK022030 /// TROVE2	0.534544805054959
AK055981	0.331265539568617
AK055981 /// RP11-617F23.1	0.300319357386837
AK096803 /// RP11-395B7.2	0.298519469960931
AK1	1.1532482054474
AK125860 /// RP11-582J16.4	0.406452458418792
AK2	0.320671433806604
AK291611 /// TRGV7 /// TRGV7	0.176149948253517
AK4 /// LOC100507855	1.24328443723428
AK5	0.175188400486407
AK6	0.431078574849785
AK6 /// TAF9	0.483377054455584
AKAP1	0.470261617238114
AKAP10	0.466044205447501
AKAP11	0.598253145978129
AKAP12	1.37106120737289
AKAP13	0.871539019615684
AKAP17A	0.302389993509093
AKAP2 /// PALM2-AKAP2	1.82355071979965
AKAP3	0.233243816377156
AKAP4	0.180241351067072
AKAP5	0.384470780146169
AKAP6	0.309317721324971
AKAP7	0.423520764290326
AKAP8	0.199891636798093
AKAP8L	0.302316101177888
AKAP9	0.457118334620254
AKIP1	0.218169979740793
AKIP1 /// NUAK2	0.466876504128672
AKIRIN1	0.539845391060696
AKR1A1	0.557576308300542
AKR1B1	0.715407279725945
AKR1B10	0.604873574830249
AKR1C1	1.07147129819969
AKR1C2 /// LOC101930400	1.09497469942039
AKR1C3	1.62993593670186
AKR1C4	0.180401662966078
AKR1D1	0.146275752743891
AKR7A2	0.403821849654079
AKR7A3	0.378051131481588
AKT1	0.434760292482174
AKT2	0.227926131000162
AKT3	0.722463482021779
AKTIP	0.440320468467148
AL109706	0.204337157727915
AL590762.11	0.264062099767901
AL928768.3 /// Ig alpha 1-[alpha]2m /// IGH	0.907888542995719
ALAD	0.221399169852042
ALAS1	0.667413568560564
ALAS2	0.347638510757974
ALB	0.206804018135747
ALCAM	0.812255507016097
ALDH18A1	0.961420231246922
ALDH1A1	2.07284677098994
ALDH1A2	0.309123555489133
ALDH1A2 /// LOC101928635	0.917518364404895
ALDH1A3	0.776814243935068
ALDH1B1	0.301484141224343
ALDH1L1	0.186423026088278
ALDH2	0.978779863874195
ALDH3A1	0.544045290707172
ALDH3A2	0.566097949327025
ALDH3B1	0.610259443300402
ALDH3B2	0.34698697208293
ALDH4A1	0.318542991865947
ALDH5A1	0.510450266873188
ALDH6A1	0.414189785798612
ALDH7A1	0.533010617228729
ALDH8A1	0.215422489332361
ALDH9A1	0.323186559373591
ALDOA	0.805632576998079
ALDOAP2	0.373218334015208
ALDOB	0.169248922245417
ALDOC	0.509796326797328
ALG11 /// UTP14A /// UTP14C	0.301141844894854
ALG11 /// UTP14C	0.494401972945081
ALG12	0.355004894976799
ALG13	0.444916453796299
ALG3	0.438845713038324
ALG5	0.467376079562566
ALG6	0.453210191420183
ALG8	0.591057314979127
ALG9	0.367599669496879
ALK	0.225441442840827
ALKBH1	0.254785319042766
ALKBH4	0.413191944215561
ALLC	0.278491329213365
ALMS1	0.2791508653782
ALOX12	0.236160210953073
ALOX12B	0.295849641336849
ALOX12P2	0.296985375503882
ALOX15	0.34774094625412
ALOX15B	0.974397963081127
ALOX5	1.32173811130541
ALOX5AP	1.54426843566382
ALOXE3	0.272122590542065
ALPI	0.236015144893591
ALPK1	0.360310574726999
ALPK3	0.447108677587663
ALPL	1.28297959688341
ALPP	0.275223776891917
ALPP /// ALPPL2	0.270798023682844
ALPPL2	0.248340395754251
ALS2CL	0.326368300545093
ALX1	0.27620256738647
ALX3	0.24774237830545
ALX4	0.245107056277882
AMACR	0.254549396347338
AMACR /// C1QTNF3-AMACR	0.425677257008618
AMBN	0.429295914717039
AMBP	0.192444035757934
AMBRA1	0.238974076086646
AMD1	0.51702010051645
AMDHD2 /// CEMP1	0.257921379427646
AMELX	0.139177868461775
AMELY	0.214361229582561
AMFR	0.585301570942093
AMH /// MIR4321	0.281035008070044
AMHR2	0.324696944727559
AMIGO2	1.03148598378356
AMIGO3 /// GMPPB	0.360274653701543
AMMECR1	0.624886450867224
AMN	0.265532441644794
AMOT	0.311024541817408
AMOTL2	0.878850809888817
AMPD1	0.324002037088703
AMPD2	0.413232195381653
AMPD3	0.673508532788942
AMPD3 /// CAND1.11	0.276269850647919
AMPH	0.343454480537511
AMT	0.429163168304409
AMZ2	0.442414395082452
ANAPC1 /// LOC730268	0.2750025061882
ANAPC10	0.390079303641978
ANAPC13	0.221934837623955
ANAPC15	0.224576250713001
ANAPC2	0.332154133711374
ANAPC5	0.338744070060853
ANG	0.768654460826291
ANGEL1	0.157802301768722
ANGEL2	0.323519741789957
ANGPT1	1.58117800258438
ANGPT2	0.49784778149531
ANGPT4	0.313804876546671
ANGPTL2	0.607313691979355
ANGPTL3	0.189997709195624
ANGPTL4	1.07485506773787
ANGPTL7	0.236519820674234
ANK1	0.213629667846716
ANK2	0.357894686008022
ANK3	0.634751436749227
ANKEF1	0.295009264917175
ANKFY1	0.216337441600626
ANKH	0.28411179061882
ANKHD1 /// ANKHD1-EIF4EBP3	0.466990107194011
ANKHD1 /// ANKHD1-EIF4EBP3 /// EIF4EBP3	0.581604673227925
ANKLE2	0.343674562153942
ANKMY1	0.169756456951053
ANKMY2	0.51856720862817
ANKRA2	0.579200003206868
ANKRD1	0.433558200609242
ANKRD10	0.521200952428842
ANKRD10-IT1	0.395403726397719
ANKRD11	0.633012108911372
ANKRD12	0.427812319236491
ANKRD17	0.440104798664056
ANKRD2	0.389186044134513
ANKRD26	0.237077146447407
ANKRD27	0.732848404872884
ANKRD28	0.378175135381076
ANKRD34C	0.14849886646733
ANKRD36	0.411521224817727
ANKRD36B	0.862786052540603
ANKRD36BP2	0.0876815067507986
ANKRD40	0.173379894841331
ANKRD46	0.734745309776832
ANKRD49	0.361008350183615
ANKRD53	0.333211929535967
ANKRD55	0.259793354996637
ANKRD6	0.508743887880133
ANKRD7	0.237418582096149
ANKS1A	0.943604491490715
ANKS1B	0.118565439360691
ANKZF1	0.314142617649358
ANO1	0.642808703866075
ANO10	0.291761053618584
ANO2	0.28307666859741
ANO3	0.297237590730894
ANP32A	0.398674455614001
ANP32A-IT1	0.140393324236062
ANP32B	0.367077247286643
ANP32C	0.250401576755995
ANP32D	0.384781430421227
ANP32E	0.786580953414102
ANPEP	0.832887493431406
ANTXR1	0.308646003768402
ANXA1	1.04507069391866
ANXA10	0.365249424638849
ANXA11	0.52095991737837
ANXA13	0.336313185819084
ANXA2	0.429467079648779
ANXA2 /// NHP2L1	0.515633428758065
ANXA2P1	0.308041331564414
ANXA2P2	0.35738486518582
ANXA2P3	0.208016971669826
ANXA3	1.74546556024563
ANXA4	0.650702932999462
ANXA5	0.34688927372865
ANXA6	0.657358848110693
ANXA7	0.417381016117496
ANXA8 /// ANXA8L1	1.51472196582085
ANXA9	0.26637137923769
AOAH	0.530871582290429
AOC1	0.461727302676774
AOC2	0.235939206999574
AOC3	1.96885364056318
AOC4P	0.212543112183671
AOX1	0.608038671479329
AP001062.7 /// C21orf2	0.187290726993471
AP1AR	0.691858701566231
AP1B1	0.381323445305989
AP1G1	0.444511161171826
AP1G2	0.36141183891538
AP1M2	0.375812992541825
AP1S1	0.509701397392895
AP1S2	0.670526764665309
AP2A2	0.429982104583583
AP2B1	0.478787289547862
AP2M1	0.455888100570339
AP2S1	0.395427213809681
AP3B1	0.267069641321036
AP3B2	0.218278263396741
AP3D1	0.446169880847481
AP3M2	0.355641135162715
AP3S1	0.321407451771318
AP3S2 /// C15orf38-AP3S2	0.265016502645055
AP4E1	0.171821607818224
AP4M1	0.377200666235858
AP4S1	0.184992266295887
AP5M1	0.452514328526345
AP5S1	0.329528154282424
AP5Z1 /// MIR4656	0.302444522740112
APAF1	0.175051855141479
APBA1	0.261188289698822
APBA2	0.302495480975232
APBA3	0.26039080970577
APBB1	0.400945145882692
APBB1IP	0.237977003571318
APBB2	0.282864625322292
APBB3 /// MIR6831	0.268027012673768
APC	0.312769999998342
APC2	0.223445087559992
APCS	0.197584015933666
APEH	0.359506649638446
APEX1	0.519075088866304
APEX2	0.351334919050275
APH1A	0.472026051289729
APH1B	0.276096139492513
API5	0.243505213135166
APIP	0.530102905950809
APITD1 /// APITD1-CORT	0.448158528881237
APLNR	0.532386125086635
APLP1	0.428846992934714
APLP2	0.586764538132281
APMAP	0.411714134531334
APOA1	0.297839110523567
APOA2	0.177804506649223
APOA4	0.269780654871356
APOB	0.312156493088266
APOBEC1	0.30830723679642
APOBEC2	0.317187793576698
APOBEC3A /// APOBEC3A_B	0.613221420935931
APOBEC3B	1.22437339769885
APOBEC3C	0.421985918426921
APOBEC3F	0.227429557891924
APOBEC3F /// APOBEC3G	0.269691409204518
APOBEC3G	0.279828568023973
APOBR	0.519730571708925
APOC1	1.01711945350178
APOC2 /// APOC4 /// APOC4-APOC2	0.494118745452726
APOC3	0.228614587675061
APOD	0.95658382141742
APOE	1.1034181193554
APOF	0.191345253717238
APOH	0.727879675886357
APOL1	0.51551679570035
APOL2	0.363093114788866
APOL3	0.809782833977733
APOL5	0.278577809208466
APOL6	0.436668992945023
APOLD1	1.58703455272325
APOLD1 /// DDX47	0.471233184683186
APOM	0.237329689883577
APOO	0.388859537468161
APOOL	0.248513570517698
APP	0.436629073384061
APPBP2	0.237449856979217
APPL1	0.481044378639899
APPL2	0.564502442805587
APRT	0.661307406290927
APTX	0.412945892141214
AQP1	2.11553547421372
AQP2	0.196254618708444
AQP3	0.81779001058322
AQP4	2.25880434996753
AQP5	0.450149496883237
AQP6	0.328904003898032
AQP7 /// LOC100509620 /// LOC101930168	0.245699636095568
AQP8	0.230540427052905
AQP9	0.594904749138275
AQR	0.238287248583635
AR	0.468122463981349
ARAF	0.374775829402779
ARAP1	0.408515376708282
ARAP2 /// LOC101928667	0.775082993789875
ARAP3	0.859688334958875
ARC	0.498082248895397
ARCN1	0.457242527209642
AREG	2.10195475759226
AREL1	0.429984929668823
ARF1 /// MIR3620	0.408692579705209
ARF1P1 /// ARF1P1	0.244233776597625
ARF3	0.220578331687683
ARF4	0.633866261216852
ARF5	0.4526200314749
ARF6	0.290765955800147
ARFGAP1	0.424769448575119
ARFGAP2	0.407182467921523
ARFGAP3	0.558674161482871
ARFGEF1	0.387543399757892
ARFGEF2	0.455549040881814
ARFIP1	0.476698925770554
ARFIP2	0.376008117679593
ARFRP1	0.280683829686952
ARG1	0.20354107445164
ARG2	0.404625361990053
ARGLU1	0.757570582547128
ARHGAP1	0.303524150934289
ARHGAP10	0.352793712142756
ARHGAP11A	0.208544377179161
ARHGAP12	0.508763019815319
ARHGAP15 /// LOC101928361	0.594139691210426
ARHGAP17	0.352808573651894
ARHGAP19	0.278691429883291
ARHGAP22	0.304162606902072
ARHGAP24	0.500287481727094
ARHGAP25	0.689976083237633
ARHGAP26	0.281006095002662
ARHGAP28	0.312229935716751
ARHGAP29	1.22125169758998
ARHGAP32	0.419389703191329
ARHGAP33	0.285411001350829
ARHGAP35	0.216712731465122
ARHGAP4	0.403794074587944
ARHGAP44	0.801907786966709
ARHGAP5	0.535765111340931
ARHGAP6	1.51090327410914
ARHGAP8 /// PRR5-ARHGAP8	0.675798433603389
ARHGDIA	0.39569030155052
ARHGDIB	0.454937922063898
ARHGDIG	0.234196757890263
ARHGEF1 /// LOC100505585	0.451217162233926
ARHGEF10	0.818714321418248
ARHGEF10L	0.334268229427314
ARHGEF11	0.21654450294043
ARHGEF12	0.396631000991379
ARHGEF15	0.548273779254145
ARHGEF16	0.422545956862683
ARHGEF17	0.482779170508108
ARHGEF18	0.476909185321823
ARHGEF2	0.554961377921563
ARHGEF26	0.576294854136637
ARHGEF28	0.413756750750874
ARHGEF3	0.620585081023405
ARHGEF38	0.282504341055624
ARHGEF4	0.197468442655736
ARHGEF4 /// LOC101930241	0.514440088428548
ARHGEF40	0.604503694346242
ARHGEF5	0.339298000169405
ARHGEF6	0.970442791475762
ARHGEF7	0.404667049852469
ARHGEF9	0.192388469231028
ARID1A	0.395560282202451
ARID3A	0.317081209665778
ARID3B	0.342121041234135
ARID4A	0.491433067787933
ARID4B	0.44381027601097
ARID4B /// RBM34	0.58174370901386
ARID5A	0.487122890480848
ARID5B	0.581773631513496
ARIH1	0.267153104862558
ARIH2	0.23710817017689
ARL1	0.522352846387079
ARL14	0.259801969425096
ARL15	0.261464779868271
ARL17A /// ARL17B	0.155584259204399
ARL17A /// ARL17B /// LOC100294341	0.372737038115813
ARL2	0.37983956023961
ARL2BP	0.314603962399925
ARL3	0.40938257674739
ARL4A	0.504027575439881
ARL4C	0.812384046008058
ARL4D	0.276619564381321
ARL5A /// LOC101929356	0.327116108919473
ARL6IP1	0.537079340615048
ARL6IP4	0.454383140332258
ARL6IP5	0.505229916612082
ARL8B	0.495935288719254
ARMC1	0.877166334062164
ARMC2-AS1 /// ATP5J2	0.597316317707909
ARMC4	0.233979840435707
ARMC6	0.294344723734115
ARMC7	0.346803140542907
ARMC8	0.345919574892052
ARMC9	0.30494034519646
ARMCX1	0.924304678254054
ARMCX2	0.473036160856473
ARMCX3	0.532543400920748
ARMCX4	0.257777928542701
ARMCX5	0.541611715089718
ARMCX6	0.371422930184989
ARNT	0.178239546085072
ARNT2	0.723146259230072
ARNTL	0.38811531730037
ARNTL2	0.62085103783359
ARPC1A	0.680098377043651
ARPC1B	0.591309287356887
ARPC2	0.351396034407163
ARPC3	0.539512624879768
ARPC4	0.414210113001449
ARPC4 /// ARPC4-TTLL3	0.617864304851937
ARPC4 /// ARPC4-TTLL3 /// TTLL3	0.299801399808273
ARPC5	0.353929672686922
ARPC5L	0.40274545040468
ARPIN	0.323139039524631
ARPP19	0.508957942032911
ARPP21	0.29731291884434
ARR3	0.233496670102928
ARRB1	0.982911827475982
ARRB2	0.536508110193342
ARSA	0.463913264992854
ARSB	0.36667282274295
ARSD	0.298450707050308
ARSE	0.552359135704327
ARSF	0.335151392698279
ARSJ	0.290153779683456
ART1	0.277863115444109
ART3	0.205859119190182
ART4	0.475875564989312
ARTN	0.361666590307387
ARVCF	0.555445129509474
ASAH1	0.534604404345545
ASAP1	0.479050995860316
ASAP1-IT1	0.471609010196286
ASAP2	0.891181516900653
ASAP3	0.328888290387999
ASB1	0.21860314721317
ASB12 /// MTMR8	0.367270465552624
ASB13	0.273623199666734
ASB4	0.220750827523743
ASB6	0.198654665241598
ASB7	0.411915689591085
ASB8	0.379726240442325
ASB9	0.372216013963044
ASCC1	0.294429713331191
ASCC2	0.447365510813046
ASCC3	0.568931776276555
ASCL1	0.3470946627856
ASCL2	0.102582258204615
ASCL3	0.277993404074165
ASF1A	0.69109540163472
ASF1B	0.449181788074899
ASGR1	0.235061075232764
ASGR2	0.316176306714296
ASH1L	0.293490794191257
ASH2L	0.274283471021675
ASIC1	0.214768683943416
ASIC2	0.249916908645911
ASIC4	0.303784883580158
ASIP	0.261658544146734
ASL	0.480921258082763
ASMT	0.180431964304743
ASMTL	0.437629313114127
ASMTL-AS1	0.263675114768391
ASNA1	0.399658450818677
ASNS	0.918901298154681
ASNSD1	0.32188705034144
ASPA	0.893919628285737
ASPH	0.849144694300595
ASPHD1	0.263757878425061
ASPM	1.5428861376887
ASPN	1.53053604237357
ASPSCR1	0.462903019568948
ASRGL1	0.637015413076519
ASS1	0.632241135765179
ASTE1	0.341173940022104
ASTN1	0.228652608232458
ASTN2	0.187137056194443
ASUN	0.523337339839505
ASXL1	0.314913783827445
ASXL2	0.491146273530493
ASXL3	0.183155061589263
ATAD2	0.740025562326586
ATAD2B	0.559173815294653
ATAD3A /// ATAD3B	0.391244147755668
ATAD5	0.273940390044947
ATAT1	0.339286445335161
ATF1	0.744004248964903
ATF2	0.355635592960423
ATF3	2.25535504316687
ATF4	0.542897037089286
ATF5	0.407796204836369
ATF6	0.285200533802666
ATF6B	0.215150130393804
ATF6B /// TNXB	0.312369784669039
ATF7	0.261789239609165
ATF7IP	0.322869358481374
ATF7IP2	0.293735865778205
ATG10	0.234415913235203
ATG101	0.475639327215685
ATG12	0.307444389751049
ATG13	0.185530925677101
ATG14	0.392412808576559
ATG16L1	0.355199868882709
ATG2A	0.295492441306191
ATG2B	0.389799239076534
ATG3	0.540344665240592
ATG4A	0.24337897786288
ATG4B	0.207263181156009
ATG5	0.389179151093876
ATG7	0.31657662896361
ATG9A	0.248471214965692
ATHL1	0.849427067433489
ATIC	0.938899299941257
ATM	0.287467951683244
ATMIN	0.358953737208527
ATN1	0.422931847333627
ATOH1	0.329081393102522
