Gene	variation
ABCG1	0.537650009603333
ABCG2	0.781759666437515
ABCG4	0.256231161786211
ABCG5	0.190802921751189
ABCG8	0.210321769359469
ABHD1	0.131698474738829
ABHD10	0.446559986917586
ABHD11	0.166684127649502
ABHD12	0.217313965227556
ABHD12B /// MIR4454	0.145347615536908
ABHD13	0.617692589042953
ABHD14A /// ACY1	0.333825667115189
ABHD14A-ACY1 /// ACY1	0.282661939550625
ABHD14B	0.326359963060842
ABHD15	0.411087894045731
ABHD16A	0.221820078612954
ABHD16B	0.285842358852191
ABHD17A	0.319416707080423
ABHD17B	0.210862734709606
ABHD17C	0.462396490557833
ABHD2	0.471746839323627
ABHD3	0.561077235894579
ABHD4	0.298954230374907
ABHD5	0.547643006324828
ABHD6	0.207762444087933
ABHD8	0.308668023675326
ABI1	0.324545138258001
ABI2	0.210018237809806
ABI2 /// RP11-363J17.1	0.229062493599982
ABI3	0.323323322915683
ABI3BP	0.118240417584693
ABL1	0.293126378937757
ABL2	0.190948772149395
ABLIM1	0.606766675327478
ABLIM2	0.147668110034111
ABLIM3	0.667694910534919
ABO	0.229575893522298
ABR	0.273183918261314
ABRA	0.112481521309046
ABRACL	0.42441506056052
ABT1	0.185633868472804
ABTB1	0.435317947812359
ABTB2	0.244850072608958
AC000111.3	0.116235665970814
AC002059.10	0.287203637344407
AC002064.5	0.191023436649753
AC002310.12 /// AK056973	0.332695921949349
AC002310.7 /// ZNF785	0.254103178076125
AC003973.4	0.209159691589087
AC003986.5 /// BC043576	0.253895972398062
AC003989.4	0.199524297692526
AC004158.3 /// AK055364	0.143424361305133
AC004490.1 /// AX746733	0.189170007505962
AC004538.3 /// BC040327	0.152683184159381
AC004692.5	0.332314364153388
AC004941.5	0.495082002695424
AC004951.6 /// AX747182	0.602172400416981
AC005162.4	0.250133808306339
AC005224.2	0.291729221792434
AC005256.1	0.239687849730769
AC005306.3	0.385124660929489
AC005498.3	0.229276876454191
AC005523.2	0.415220934783131
AC005523.3	0.226747602614057
AC005537.2	0.192002291445386
AC005592.3	0.175566037149775
AC005606.14	0.264284898540959
AC005754.7 /// BC016751	0.187729249771917
AC005785.2	0.263281925170523
AC005838.2	0.245348512518928
AC006026.13	0.512215467620013
AC006129.2	0.580497492430581
AC006538.1	0.182337346975035
AC007228.11 /// BX647249	0.266165009043277
AC007255.8 /// BC038570	0.199026724474599
AC007292.3	0.253423353483563
AC007349.5	0.177444593033838
AC007362.3	0.136359094836294
AC007364.1 /// FLJ32955	0.218238544938734
AC007365.3	0.260114302142023
AC007389.3	0.447158197040908
AC007401.2	0.68872052320032
AC007557.2 /// BC031974	0.213752620543936
AC007680.2	0.242751236747909
AC007787.2	0.267381573815874
AC007967.3 /// RBMY2TP /// RBMY2TP	0.265644126073622
AC008088.4	0.274164140319829
AC008746.12	0.473025449429485
AC008753.4	0.256260615103512
AC009120.6	0.149476833379157
AC009133.15	0.319576572505716
AC009237.8 /// AK055967	0.382301292171608
AC009502.4	0.208490784743456
AC009947.3 /// RBMY2AP /// RBMY2AP /// RBMY2BP /// RBMY2BP /// RBMY2DP /// RBMY2DP	0.172765852756966
AC010095.5 /// RP13-1039J1.3	0.200528108280652
AC010145.3 /// MYCNUN	0.252193500626124
AC010145.4	0.208400641786095
AC010524.4	0.214899250405424
AC010980.2 /// LOC440934 /// LOC440934	0.203959128133195
AC011997.1 /// BC021693	0.175064399211334
AC012065.7	0.434422954451172
AC012360.6	0.324110521358732
AC012499.1	0.18515069187045
AC012531.25	0.266215530029817
AC013463.2	0.21088113686242
AC013733.4	0.136692994527128
AC016831.7	0.263866924330467
AC016999.2	0.271153808367323
AC017002.2	0.575543590637683
AC017104.6	0.259993416242175
AC018462.2 /// BC071802	0.318211041655125
AC018755.16	0.211076331432947
AC018755.17	0.157306699921825
AC018766.6	0.232384599132606
AC018816.3	0.286616331077287
AC024560.2	0.313636500363559
AC025442.3	0.173933456072749
AC064852.4	0.164388248186155
AC067956.1	0.164482556171794
AC068039.4	0.377051662760598
AC068138.1	0.270656640443473
AC068831.3	0.246533811005216
AC069277.2 /// AF279782	0.187480528263946
AC073283.7	0.243747559030913
AC073321.4	0.387703247654445
AC074212.6	0.2243569721492
AC078842.4 /// AK094915	0.233723487299196
AC078883.3 /// AC078883.4	0.256352120242783
AC079305.10	0.256477765310439
AC079741.2	0.190577375293317
AC079767.4	1.039089505334
AC079807.4	0.325716939316214
AC083843.1	0.233185051844517
AC083949.1	0.435202607929009
AC084219.3	0.220560525871646
AC087501.1	0.138078773622048
AC090627.1	0.669380872541648
AC091133.1	0.272034297688155
AC091633.3	0.160675312195752
AC092155.4 /// BC038779	0.165132734639402
AC092192.1	0.180170299561542
AC092620.2	0.510914687266011
AC092660.1	0.231353889895633
AC092667.2	0.18828576818312
AC099684.1 /// BC040634	0.195637685082419
AC099850.1 /// BC017255	0.309190412198415
AC100830.4	0.344253175148234
AC104537.2 /// TCEB1P28	0.202927146985206
AC104667.3	0.271054435918309
AC106801.1	0.375809456333677
AC108056.1	0.200753328089345
AC112198.1	0.19719875435612
AC114730.11	0.133555723998577
AC114752.3	0.222461497730142
AC124997.1	0.128099921813762
AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2	0.486795111577372
AC136289.1	0.135455434088223
AC139100.2 /// PARD6G-AS1	0.258012515499976
AC139100.3	0.182955258672939
AC141928.1	0.204785146339598
AC144652.1	0.369035762127224
AC145343.2	0.202472264868311
ACAA1	0.222277074942836
ACAA2	0.255847515727471
ACACA	0.253497208186602
ACACB	0.183741791900972
ACAD10	0.170042646687175
ACAD11 /// NPHP3 /// NPHP3-ACAD11	0.307906463176572
ACAD8	0.26748094019521
ACAD9	0.267262035998221
ACADL	0.120983869961876
ACADM	0.614740322611453
ACADS	0.321538583720843
ACADSB	0.436812297250332
ACADVL	0.253748480083296
ACAN	0.175751475405237
ACAP1	0.280754910768136
ACAP2	0.40424041025112
ACAP3	0.228838659753356
ACAT1	0.488297152306222
ACAT2	0.314321899716678
ACBD3	0.273621538087747
ACBD4	0.300246697716391
ACBD5	0.33639910358283
ACBD6	0.237246839138097
ACCS	0.967599905084222
ACD	0.233586924231318
ACE	0.20862000528653
ACE2	0.142409285837084
ACER1	0.294574734466382
ACER3	0.340733523220628
ACHE	0.186084962646873
ACIN1	0.210304827839923
ACKR1	0.689499029290079
ACKR1 /// CADM3	0.207688263351588
ACKR2	0.163884933015908
ACKR3	0.434829603801923
ACKR3 /// AK023507	0.454480029947937
ACKR4	0.186976742843551
ACLY	0.252455016182445
ACMSD	0.192924740633023
ACN9	0.522083749765171
ACO1	0.222017585591787
ACO2	0.298583274248044
ACOT1 /// ACOT2	0.296597038769688
ACOT11	0.149050860888449
ACOT12	0.167720787265623
ACOT13	0.377332476069753
ACOT4	0.431352474816634
ACOT6	0.166596439442351
ACOT7	0.397581428925266
ACOT8	0.15697362892625
ACOT9	0.337002036681664
ACOX1	0.624272000911487
ACOX2	0.294659348697603
ACOX3	0.218754492461514
ACOXL	0.199590969117122
ACP1	0.459859884769118
ACP2	0.313091538720755
ACP5	0.521291126999626
ACP6	0.285494536340821
ACPP	0.548861969663535
ACPT	0.344622504789694
ACR	0.230682511874256
ACRBP	0.938245385474286
ACRC	0.483194098216281
ACRV1	0.165645319313228
ACSBG1	0.600541025628746
ACSBG2	0.247042347368115
ACSF2	0.318973423589732
ACSF3	0.322495094774811
ACSL1	0.596180432710099
ACSL3	0.394089438418874
ACSL4	0.402485936006821
ACSL5	0.256850065581199
ACSL6	0.491691572966585
ACSM1	0.154327526397519
ACSM2A	0.121455126505385
ACSM2A /// ACSM2B	0.137010662992334
ACSM2B	0.240070888680409
ACSM3	0.290982485420483
ACSM5	0.161868334356626
ACSS1	0.232880590049996
ACSS2	0.272565536447663
ACSS3	0.234346219750676
ACTA1	0.203245835578121
ACTA2	0.655071542525294
ACTA2 /// ACTA2	0.294779111787427
ACTA2-AS1	0.258618955112563
ACTB	0.123805868410908
ACTB /// ACTG1	0.121356439771599
ACTBP9 /// ACTBP9	0.337930697539143
ACTC1	0.304103386041451
ACTG1P4 /// AMY1A /// AMY1B /// AMY1C /// AMY2A /// AMY2B	0.410462426893754
ACTG1P4 /// AMY2B /// RNPC3	0.421454996618077
ACTG2	0.220174037570485
ACTL10	0.261389237489929
ACTL6A	0.44695168589871
ACTL6B	0.194713411745454
ACTL7A	0.32159464109885
ACTL7B	0.262131764385969
ACTL8	0.335736533343476
ACTL9	0.176404479971339
ACTN1	0.497823342628504
ACTN2	0.192917031354738
ACTN3	0.230337862530203
ACTN4	0.417758392265059
ACTR10	0.372879658550339
ACTR1A	0.218592764245125
ACTR1B	0.176360977304533
ACTR2	0.342753075827709
ACTR3	0.22990463512507
ACTR3B	0.196198856030992
ACTR3BP2	0.254992448764561
ACTR3BP2 /// ACTR3BP5	0.188870939569103
ACTR3C	0.304333517616982
ACTR3P2 /// ACTR3P2	0.167747949641741
ACTR5	0.220466769755534
ACTR6	0.924248916592062
ACTR8	0.131931770052094
ACTRT2	0.213627554207264
ACTRT3	0.216072502943744
ACVR1	0.391283412097593
ACVR1B	0.256760182279333
ACVR1C	0.474699054663447
ACVR2A	0.424971624469983
ACVR2B	0.277327573799735
ACVR2B-AS1	0.2158821377128
ACVRL1	0.189558706125958
ACY1	0.23581769573241
ACY3	0.183758930825488
ACYP1	0.472375374137733
ACYP2 /// LOC101927144	0.318177040364099
ADA	0.444658699999106
ADAD1	0.156055452699551
ADAD2	0.29758400974058
ADAL	0.194371030894255
ADAM10	0.515279686252025
ADAM11	0.17476041544443
ADAM12	0.215161508741917
ADAM15	0.192732718369452
ADAM17	0.306922579120444
ADAM18	0.138344481483408
ADAM19	0.40742506349028
ADAM1A /// ADAM1A	0.617337690829362
ADAM2	0.132524831146399
ADAM20	0.170844226580117
ADAM21	0.206360970305072
ADAM22	0.103305779451885
ADAM23	0.211622999417294
ADAM28	0.378388929236383
ADAM29 /// LOC101928551	0.230325173579185
ADAM30	0.187987111585482
ADAM32	0.17001592331401
ADAM33	0.37371815651859
ADAM3A	0.143122364579549
ADAM3B /// ADAM3B	0.150088007320642
ADAM5	0.140560410809912
ADAM6	0.27742940299555
ADAM7	0.130665410467099
ADAM8	0.494349460953847
ADAM9	0.518853050956464
ADAMDEC1	0.26240299935932
ADAMTS1	0.418891397482827
ADAMTS10	0.273588535003899
ADAMTS12	0.226858466229126
ADAMTS13	0.235692557072928
ADAMTS14	0.372213317297756
ADAMTS15	0.161484047385859
ADAMTS16	0.242894760471379
ADAMTS17	0.184819192168002
ADAMTS18	0.185154285873996
ADAMTS19	0.141662373334018
ADAMTS2	0.205643497860372
ADAMTS20	0.113649077428153
ADAMTS3	0.157192855127337
ADAMTS4	0.267398116462699
ADAMTS5	0.50498386484551
ADAMTS6	0.186786184066543
ADAMTS7	0.21497537513909
ADAMTS8	0.159033890300604
ADAMTS9	0.146733299659671
ADAMTS9-AS2	0.109209669377073
ADAMTSL1	0.144296275857341
ADAMTSL2	0.259182613650732
ADAMTSL3	0.197738144112929
ADAMTSL4	0.314245134364509
ADAMTSL5	0.267287710621264
ADAP1	0.314073365644624
ADAP2	0.358961513475761
ADAR	0.242130158133824
ADARB1	0.236720333188394
ADARB2	0.3242877497904
ADARB2-AS1	0.354449111783686
ADAT1	0.26289062934698
ADAT2	0.386416134831657
ADAT3	0.220018122064314
ADAT3 /// SCAMP4	0.450949960508304
ADCK1	0.277701693307114
ADCK2	0.247152333069546
ADCK3	0.282295718915405
ADCK4	0.194121569923287
ADCK5	0.29438220044418
ADCY1	0.173694364679467
ADCY10	0.146205170734629
ADCY10P1	0.305358703712259
ADCY2	0.168390269982122
ADCY3	0.256403025341952
ADCY4	0.318805124768038
ADCY5	0.217817673897772
ADCY6	0.247431905331487
ADCY7	0.275816181173694
ADCY8	0.219581757751305
ADCY9	0.30439157248242
ADCYAP1	0.178288651572565
ADCYAP1R1	0.180861789412122
ADD1	0.276650671982049
ADD2	0.223404583554419
ADD3	0.257369404891362
ADD3-AS1	0.140769793834419
ADGB	0.130297037292131
ADH1A	0.18539160123355
ADH1B	0.104782979704147
ADH1C	0.237928352553513
ADH4	0.117229042130854
ADH5	0.455393712436832
ADH6	0.169124340512981
ADH7	0.214943168701308
ADHFE1	0.238369886678901
ADI1	0.239361136596024
ADIG	0.222186617401007
ADIPOQ	0.175224451434546
ADIPOR1	0.63359531702481
ADIPOR2	0.174656427863612
ADIRF	0.29961037946185
ADIRF-AS1	0.275251353890841
ADK	0.508445907988442
ADM	0.66035099767524
ADM2	0.171149024702569
ADM5	0.267593168978419
ADNP	0.258365410234619
ADNP2	0.188257286453035
ADO	0.370866782048657
ADORA1	0.17481286017075
ADORA2A /// SPECC1L-ADORA2A	0.276430142391652
ADORA2A-AS1	0.155845202031895
ADORA2B	0.398364516824091
ADORA3	0.715923641184174
ADPGK	0.180183493461083
ADPRH	0.241053696646801
ADPRHL1	0.151973054452831
ADPRHL2	0.189658133112275
ADPRM	0.42217244017598
ADRA1A	0.103808026452788
ADRA1B	0.181045621776029
ADRA1D	0.161202317302706
ADRA2A	0.355188440894324
ADRA2B	0.271229686466847
ADRA2C	0.263789811796268
ADRB1	0.230253628113669
ADRB2	0.418822355598273
ADRB3	0.174339513904162
ADRBK1	0.197895461210397
ADRBK2	0.257173080118704
ADRM1	0.205217268476593
ADSL	0.284310277739712
ADSS	0.328665543749625
ADSSL1	0.186606691681116
ADTRP	0.58790437434868
AEBP1	0.233274585179833
AEBP2	0.527757423470626
AEN	0.253847908469858
AES	0.446304548652765
AF001548.5	0.685382678539806
AF007147	0.354992115009239
AF067845.1	0.197525902925806
AF070581	0.157860617092169
AF075036 /// OR7D2	0.156252514186408
AF086102 /// RP5-994D16.3	0.227692361108208
AF086125 /// RP11-61A14.1	0.204207522021923
AF086126 /// C16orf52	0.303972540952081
AF086154 /// RP11-432J24.5	0.228470111458688
AF086184	0.26653233206293
AF086219 /// CTD-2647L4.1	0.236967016223882
AF086288 /// RP11-768F21.1	0.292569216948883
AF086294 /// RP11-485M7.3	0.20926798150687
AF090939	0.424805372772259
AF131215.3 /// C8orf15	0.282810411043048
AF131215.4	0.462308277387575
AF131215.8	0.222594177828973
AF186192.1	0.242837154429086
AF198444	0.143395254309651
AF213884.2	0.214822159228318
AF279780	0.144424299070917
AF289551	0.415128726692529
AF520793	0.43950623427331
AFAP1	0.232889844108201
AFAP1-AS1	0.264382274535887
AFAP1L1	0.243471678030822
AFAP1L2	0.251697294883238
AFF1	0.316146627615092
AFF2	0.175276427963261
AFF3	0.476960793113501
AFF4	0.214201420066564
AFG3L1P	0.242344208313631
AFG3L2	0.245999917754461
AFM	0.199426933597695
AFMID	0.228426193465564
AFP	0.256567542840613
AFTPH	0.149161400778519
AGA	0.344603013483709
AGAP1	0.342502390300689
AGAP10 /// AGAP11 /// AGAP4 /// AGAP5 /// AGAP9 /// BMS1P5 /// CTGLF12P /// LOC101060581	0.264022921985488
AGAP11	0.196450851402266
AGAP11 /// AGAP4 /// AGAP6 /// AGAP7P /// CTGLF12P /// LOC101060581	0.27877434349039
AGAP2	0.224175604046218
AGAP2-AS1	0.230303628481334
AGAP3	0.168825473265146
AGAP4	0.409135563608121
AGAP6	0.244938329465707
AGAP6 /// AGAP9 /// BMS1P5	0.206311015915767
AGAP9	0.432215348543341
AGBL1	0.202296973079224
AGBL2	0.411778097276294
AGBL3	0.1634187423193
AGBL4	0.174708558849643
AGBL5	0.261456384188961
AGER	0.316708693834117
AGFG1	0.259792974972923
AGFG2	0.199730511771413
AGGF1	0.283390828913762
AGK	0.315411472264582
AGL	0.754765063625326
AGMAT	0.436068129051338
AGO1	0.254236189883448
AGO2	0.584078906355835
AGO2 /// CASC7 /// CASC7	0.323454629290254
AGO2 /// CASC7 /// CASC7 /// DQ574852	0.373753335088887
AGO3	0.217588700329112
AGO4	0.405639697753212
AGPAT1	0.27004903162201
AGPAT2	0.238092794760126
AGPAT3	0.229032675472539
AGPAT4	0.345822561336483
AGPAT4-IT1	0.384840721410469
AGPAT5	0.46536886225294
AGPAT6	0.172053668428128
AGPAT9	0.670726355634306
AGPS	0.377283767173425
AGR2	0.16535164836782
AGR3	0.138663222546727
AGRN	0.168797190488672
AGRP	0.268483482459895
AGT	0.265269895671993
AGTPBP1	0.489877875253255
AGTR1	0.152461781456723
AGTR2	0.102793435816563
AGTRAP	0.365752432705106
AGXT	0.142897483879138
AGXT2	0.290199915709556
AHCTF1	0.466285797107381
AHCTF1 /// AHCTF1P1	0.314502138224716
AHCY	0.215119307187032
AHCYL1	0.193283603911091
AHCYL2	0.183614742727038
AHDC1	0.183738331192599
AHI1	0.298658678858422
AHNAK	0.403504157342518
AHNAK2	0.171311729111606
AHR	0.547616734344276
AHRR	0.276886740058123
AHSA1	0.269259282967093
AHSA2	0.335397063450644
AHSG	0.171802343086124
AHSP	1.1383677968351
AICDA	0.212422211373071
AIDA	0.40589010650562
AIF1	0.449453867435862
AIF1L	0.210605535763889
AIFM1	0.244801331570043
AIFM2	0.187084717052777
AIFM3	0.33591422897325
AIG1	0.403235459634766
AIM1	0.223164762543959
AIM1L	0.241761374831959
AIM2	0.820422814190811
AIMP1	0.468511765937365
AIMP2	0.203508212868504
AIP	0.208785371311274
AIPL1	0.235373371299907
AIRE	0.282222690087579
AJ011981 /// DPY19L1	0.347365309874338
AJ420595 /// GOPC	0.448248400999744
AJ606316 /// LOC644135	0.340006686517537
AJAP1	0.123299609549062
AJUBA	0.155754829226753
AK000798	0.298680739512349
AK021537	0.230792322676767
AK021804	0.145784353003155
AK021933	0.155890300528718
AK021977	0.20411442371729
AK022030 /// TROVE2	0.453602463818171
AK022793 /// BC043213 /// CTB-175P5.4	0.314265637258598
AK023627 /// TCTE3	0.423907324503896
AK024119 /// CTC-378H22.2	0.190593361801872
AK024134 /// PPM1H	0.230304409950335
AK024242 /// RP11-758M4.4	0.135843413073255
AK024936	0.177708634970504
AK025117 /// GPATCH2L	0.367256378977146
AK025288	0.504305488279311
AK025975 /// RP1-74M1.3	0.208204454854817
AK026714 /// PELI1	0.517906672862289
AK026905	0.507054568365888
AK054708 /// RP11-547D24.1	0.166780493678726
AK054988	0.148620656479903
AK054988 /// TPTE2P1 /// TPTE2P1	0.195037512531383
AK055055 /// RP11-752D24.2	0.251374893988036
AK055458	0.186729200220908
AK055910 /// ZBTB1	0.666563459119417
AK055981	0.357669694396818
AK055981 /// RP11-617F23.1	0.298880463603905
AK056098	0.256321051364594
AK056982	0.2414396631761
AK057259 /// AK096803	0.227469324578205
AK057554 /// RP11-144L1.4	0.101912813288889
AK057657 /// RP11-473I1.9	0.358420232004011
AK057978 /// MKLN1	0.264545128813484
AK074476	0.152183646527576
AK090844	0.236420491451774
AK091028 /// GMDS-AS1	0.24838177101716
AK091729	0.232207088235056
AK093205	0.101450637784587
AK093256 /// RP3-486I3.7	0.143382892947221
AK093301 /// RP11-862G15.1	0.153202764686219
AK093356 /// RP11-10L12.4	0.257023763135365
AK093362 /// RP11-774D14.1	0.199112090401595
AK093370 /// CTD-3046C4.1	0.169259825268596
AK094644	0.228660888652141
AK094733 /// RP11-114G22.1	0.158336357856048
AK096159	0.168337546455991
AK096335 /// AP000662.4	0.258517116498911
AK096592 /// YLPM1	0.362986938248291
AK096803 /// RP11-395B7.2	0.254362887532425
AK097119 /// RP11-73M18.6	0.420727532085123
AK097242 /// CTB-127C13.1	0.149443339588125
AK097370	0.399777351057585
AK097453	0.490144223502949
AK097836 /// RP5-971N18.3	0.218547572855355
AK098263	0.190281387331213
AK1	0.738278441921699
AK123826 /// RP11-510M2.2	0.219552217489323
AK125860 /// RP11-582J16.4	0.250525492406254
AK126278 /// CUL4A	0.394189138001339
AK128734 /// JAK1	0.529518620363885
AK130486	0.217272201454382
AK131021	0.228250462731359
AK2	0.184750203382892
AK291611 /// TRGV7 /// TRGV7	0.397637525996932
AK3	0.398972926142505
AK311120 /// LSAMP	0.156208562999549
AK4 /// LOC100507855	0.194315450305375
AK5	0.602315023407715
AK6	0.558475443113784
AK6 /// TAF9	0.685776048970019
AK7	0.163295571117914
AK8	0.181932062365801
AK9	0.287300458766374
AKAP1	0.222053055095765
AKAP10	0.247929781509404
AKAP11	0.431747320050878
AKAP12	0.612732054388646
AKAP13	0.437415067816865
AKAP14	0.083051234307792
AKAP17A	0.215130238402249
AKAP2 /// PALM2 /// PALM2-AKAP2	0.154255015626843
AKAP2 /// PALM2-AKAP2	0.492658140508152
AKAP3	0.261984524832613
AKAP4	0.202525968284774
AKAP5	0.215369901165159
AKAP6	0.179494131460559
AKAP7	0.51138700225798
AKAP8	0.134721885218796
AKAP8L	0.180844930083675
AKAP9	0.264088529411063
AKIP1	0.211244614116637
AKIP1 /// NUAK2	0.421173935346381
AKIRIN1	0.2584778895169
AKIRIN2	0.265363809137812
AKNA	0.260926467856887
AKNAD1	0.0948893407526681
AKR1A1	0.310709252889318
AKR1B1	0.373727275844315
AKR1B10	0.267724976789053
AKR1C1	0.230457571224187
AKR1C1 /// AKR1C2 /// LOC101930400	0.156374690384242
AKR1C2 /// LOC101930400	0.311747114979338
AKR1C3	1.09227925760004
AKR1C4	0.206377267361917
AKR1C6P	0.249966969871105
AKR1D1	0.136592359270658
AKR1E2	0.178569893254048
AKR7A2	0.260013775497407
AKR7A3	0.176630350785881
AKT1	0.311946586251743
AKT1S1	0.485857755672017
AKT2	0.218366093184303
AKT3	0.311917836202294
AKTIP	0.344568879867586
AL022341.3	0.235370965433664
AL022344.5	0.272138582475974
AL109706	0.501118506402804
AL110181 /// RP11-390E23.6	0.313749705674833
AL132709.8	0.178614398656067
AL133493.2	0.1485191530695
AL590762.11	0.220002577635564
AL831948 /// RP1-197B17.3	0.246963863275185
AL832163	0.161474144754902
AL832615 /// AX747639	0.273772720410604
AL832909 /// LINC00984	0.370198988100253
AL832909 /// LINC00984 /// LINC00984 /// LINC00984	0.349639972820475
AL833181	0.506921064851594
AL928742.12	0.265253627499221
AL928768.3 /// Ig alpha 1-[alpha]2m /// IGH	0.894210867809615
ALAD	0.193388280212222
ALAS1	0.275028761941229
ALAS2	1.11824356742813
ALB	0.0979929672241973
ALCAM	0.573288094392779
ALDH16A1	0.268411052770521
ALDH18A1	0.32278324592424
ALDH1A1	0.649960920263474
ALDH1A2	0.228827415450263
ALDH1A2 /// LOC101928635	0.220345459664154
ALDH1A3	0.148042127810243
ALDH1B1	0.192747143488246
ALDH1L1	0.181242295127674
ALDH1L1-AS2	0.235958226581476
ALDH1L2	0.111606155978817
ALDH2	0.429637459136607
ALDH3A1	0.260545222749898
ALDH3A2	0.226866489290194
ALDH3B1	0.279031038860388
ALDH3B2	0.161317456325362
ALDH4A1	0.200113977992352
ALDH5A1	0.627366795139227
ALDH6A1	0.289125990997661
ALDH7A1	0.16007760844829
ALDH8A1	0.729615890762323
ALDH9A1	0.266744900995191
ALDOA	0.216803000282066
ALDOAP2	0.201979413536464
ALDOB	0.123560968490325
ALDOC	0.306008486961798
ALG1	0.320414812539079
ALG1 /// NAGPA-AS1	0.412157749498174
ALG10	0.259486709784192
ALG10 /// ALG10B	0.636542409746726
ALG11 /// UTP14A /// UTP14C	0.256868887861238
ALG11 /// UTP14C	0.315218916316452
ALG12	0.223139641772795
ALG13	0.49425034573308
ALG14	0.428620126275094
ALG2	0.285232544509491
ALG3	0.177102945625486
ALG5	0.359762612638266
ALG6	0.354268124011105
ALG8	0.281840726227927
ALG9	0.32359378468688
ALK	0.199734076363041
ALKBH1	0.17628711132326
ALKBH2	0.265047482820172
ALKBH3	0.283324632631689
ALKBH3-AS1	0.158926626293515
ALKBH4	0.23606687218408
ALKBH5	0.192973347541569
ALKBH6	0.254021802454448
ALKBH7	0.262874445357298
ALKBH8	0.285297628818054
ALLC	0.316796459269238
ALMS1	0.319100927782708
ALMS1-IT1	0.222261315104832
ALMS1P	0.230405028609042
ALOX12	0.944773033613664
ALOX12B	0.209839592627135
ALOX12P2	0.231242821476455
ALOX15	0.718454409995513
ALOX15B	0.229385338637597
ALOX5	0.408028806350966
ALOX5AP	0.408083638482742
ALOXE3	0.324372944893582
ALPI	0.181836609482736
ALPK1	0.54487885364576
ALPK2	0.290286868434777
ALPK3	0.183068873139373
ALPL	0.815512717291144
ALPP	0.2412319280218
ALPP /// ALPPL2	0.289147347643786
ALPPL2	0.181073719235379
ALS2	0.297744620107173
ALS2CL	0.207251210895923
ALS2CR11	0.0717252178171557
ALS2CR12	0.743842086008435
ALX1	0.206602756219306
ALX3	0.263678246429066
ALX4	0.241671146342236
ALYREF	0.348315352184697
AMACR	0.143379209685302
AMACR /// C1QTNF3-AMACR	0.456729054672822
AMBN	0.303584511407656
AMBP	0.226399699792941
AMBRA1	0.171096412405447
AMD1	0.361231765556353
AMDHD1	0.483799631396186
AMDHD2 /// CEMP1	0.224618992628071
AMELX	0.201419666270818
AMELY	0.232508507336276
AMER1	0.220537945972568
AMER2	0.170111814156188
AMER3	0.145252886153226
AMFR	0.616756233027584
AMH /// MIR4321	0.315336880253511
AMHR2	0.326384362347576
AMICA1	0.359761829759275
AMIGO1	0.443514110127593
AMIGO2	0.529929575700233
AMIGO3 /// GMPPB	0.183736135555192
