Gene	LOG_fc
ALDH4A1	0.0306861343156646
ALDH5A1	0.0369130725015587
ALDH6A1	-0.139722945627977
ALDH7A1	0.238032275722455
ALDH8A1	0.00123836926499354
ALDH9A1	-0.186357605303199
ALDOA	0.870564075018343
ALDOAP2	0.026895678842358
ALDOC	0.30552102651675
ALG11 /// UTP14A /// UTP14C	0.053958410818673
ALG11 /// UTP14C	-0.297932441402679
ALG12	0.0758192800677131
ALG13	-0.0420060746540907
ALG3	0.47232244173488
ALG5	0.078603716467244
ALG6	0.405533425047919
ALG8	0.627772558282135
ALG9	0.0722687635429109
ALK	-0.00795844593572337
ALKBH1	0.0949371058437052
ALKBH4	0.20265687232824
ALLC	0.0482411145589579
ALMS1	-0.150885421960119
ALOX12	0.00633226736720882
ALOX12B	0.0528532668681914
ALOX12P2	0.0847121708384835
ALOX15	-0.0885061621983194
ALOX15B	-0.476877216950481
ALOX5	-1.18181919709159
ALOX5AP	-1.15610845308845
ALOXE3	-0.0345802299899978
ALPI	0.050983436194052
ALPK1	-0.122143336714335
ALPK3	0.0225674887102487
ALPL	-0.70582087842148
ALPP	-0.000283742579016533
ALPP /// ALPPL2	0.00397714292406981
ALPPL2	-0.0347945856547849
ALS2CL	-0.0482249170770057
ALX1	0.194391442177754
ALX3	0.106935520188964
ALX4	-0.100830176849561
AMACR	0.0384774399464822
AMACR /// C1QTNF3-AMACR	0.513830494305815
AMBN	0.00180330792967265
AMBRA1	0.00195386480447457
AMD1	-0.0555385069609606
AMDHD2 /// CEMP1	0.132268240209234
AMELY	0.074292447156969
AMFR	0.0852806747021013
AMH /// MIR4321	0.0917020700592293
AMHR2	0.0220447422493084
AMIGO2	0.321838148718509
AMIGO3 /// GMPPB	0.266197888036814
AMMECR1	0.341543266914747
AMN	0.00896907185019113
AMOT	-0.0200979208421073
AMOTL2	-0.787575482945536
AMPD1	-0.067670048919501
AMPD2	0.126728426225023
AMPD3	0.551573660845087
AMPD3 /// CAND1.11	0.0385490671148938
AMPH	0.1385983273172
AMT	-0.265774916625896
AMZ2	0.459464617818426
ANAPC1 /// LOC730268	0.192113290898208
ANAPC10	0.0560767181326458
ANAPC13	-0.0445026227073768
ANAPC15	-0.141266080960499
ANAPC2	-0.166156452591274
ANAPC5	0.0502205847222914
ANG	-0.270187441893663
ANGEL2	-0.0063367321077159
ANGPT1	-1.48710328773347
ANGPT2	-0.0235795061384554
ANGPT4	0.0171487235650352
ANGPTL2	0.0853064464962241
ANGPTL4	0.651177642502682
ANGPTL7	-0.158381265259329
ANK1	0.0245214809242302
ANK2	-0.359282684811609
ANK3	-0.489432841165874
ANKEF1	0.186913238342228
ANKFY1	-0.0688862154455112
ANKH	0.0163438378342686
ANKHD1 /// ANKHD1-EIF4EBP3	-0.114281613545545
ANKHD1 /// ANKHD1-EIF4EBP3 /// EIF4EBP3	-0.419665001488978
ANKLE2	0.180063800622146
ANKMY2	0.147410994732288
ANKRA2	0.19448474555191
ANKRD1	-0.420817322959605
ANKRD10	-0.0424112037122644
ANKRD10-IT1	-0.130396208028552
ANKRD11	-0.261069850534037
ANKRD12	-0.175262228816018
ANKRD17	0.343014971833368
ANKRD2	0.0257569753256304
ANKRD26	0.00887249903203369
ANKRD27	-0.165324840898835
ANKRD28	-0.181352988064896
ANKRD36	0.167942725846707
ANKRD36B	0.344840505592625
ANKRD46	-0.358699527694458
ANKRD49	0.225943325092279
ANKRD53	-0.0217976602039691
ANKRD55	-0.0399886044247646
ANKRD6	-0.280856594876837
ANKRD7	0.044644111498271
ANKS1A	-0.924058267916484
ANKZF1	0.196477624613354
ANO1	-0.267495639332973
ANO10	0.0103340065168602
ANO2	-0.152204049379525
ANO3	0.0442200557723043
ANP32A	-0.180822837691631
ANP32B	-0.153846861004887
ANP32C	0.0510632938779851
ANP32D	-0.0845080373017639
ANP32E	0.57659833446816
ANPEP	-0.214542537701421
ANTXR1	0.101134096958556
ANXA1	-0.657578745655075
ANXA10	0.355649729864277
ANXA11	-0.274138778491418
ANXA13	-0.035557518947483
ANXA2	-0.247012907425336
ANXA2 /// NHP2L1	0.512586120824663
ANXA2P1	-0.0484233789949702
ANXA2P2	-0.204873658769749
ANXA3	-1.46582215661287
ANXA4	-0.341705603287393
ANXA5	-0.220433474703247
ANXA6	-0.40068569088818
ANXA7	0.0900341069671295
ANXA8 /// ANXA8L1	-1.13412123226779
ANXA9	0.171038122261079
AOAH	-0.306346803004033
AOC1	0.57683123340095
AOC2	-0.0506016863016825
AOC3	-1.86446213541106
AOX1	-0.600782693183302
AP1AR	0.181615390317688
AP1B1	0.0142275122906987
AP1G1	0.268649318353633
AP1G2	0.354878979571016
AP1M2	0.346291210111163
AP1S1	0.506122983123126
AP1S2	-0.530892271613896
AP2A2	-0.122130631273388
AP2B1	0.333008527643667
AP2M1	0.00582508655411829
AP2S1	0.179782275951835
AP3B1	0.0461100811893367
AP3B2	0.0459750003629544
AP3D1	0.204303587123137
AP3M2	-0.0466954014787806
AP3S1	0.26444797544054
AP3S2 /// C15orf38-AP3S2	0.110137462571259
AP4M1	0.192715153978767
AP5M1	0.117225742795164
AP5S1	-0.0578261501730273
AP5Z1 /// MIR4656	0.120534427249481
APBA1	0.0716659971821265
APBA2	0.158864801940996
APBA3	0.0448314069212081
APBB1	-0.304733808706095
APBB1IP	-0.010306468815557
APBB2	-0.283792413436805
APBB3 /// MIR6831	-0.11656650498718
APC	-0.257447186733536
APC2	0.00885771940224078
APEH	0.183891632722087
APEX1	0.54895910171251
APEX2	0.253365374457717
APH1A	0.406545155945702
APH1B	-0.0900603993184017
API5	0.116379867622955
APIP	-0.264736764220082
APITD1 /// APITD1-CORT	0.328466141024408
APLNR	-0.395840560306835
APLP1	0.202127507418518
APLP2	-0.268093561076755
APMAP	0.230341591637801
APOA1	-0.0811808942454446
APOA4	-0.0262425500388286
APOB	0.0121693174684392
APOBEC1	0.177248565429103
APOBEC2	0.119036745495759
APOBEC3A /// APOBEC3A_B	-0.299930030142869
APOBEC3B	1.1518414826693
APOBEC3C	-0.128431765306335
APOBEC3F	0.15415862571029
APOBEC3F /// APOBEC3G	0.132315419290215
APOBEC3G	0.0512342374704611
APOBR	-0.440472765609068
APOC1	-0.748309761004178
APOC2 /// APOC4 /// APOC4-APOC2	-0.198440893107859
APOC3	-0.0680984987798237
APOD	-0.13458368467473
APOE	0.0259758532443435
APOH	-0.211006337588576
APOL1	-0.145891375527752
APOL2	-0.0732583076922264
APOL3	-0.746653699183401
APOL5	0.0290165994177478
APOL6	0.259104144845486
APOLD1	-1.35397262867558
APOLD1 /// DDX47	0.143701448248311
APOM	0.0388383164171673
APOO	0.347312401845498
APOOL	0.0117441870246946
APP	-0.0275031204733764
APPBP2	-0.0321627134638494
APPL1	-0.168744330170252
APPL2	-0.141628005145039
APRT	0.463146302486502
APTX	-0.0327637939440342
AQP1	-1.63448462780852
AQP3	-0.0932553877377469
AQP4	-1.88273996814985
AQP5	0.229250714417941
AQP6	-0.0462421016989012
AQP7 /// LOC100509620 /// LOC101930168	0.0812841446170554
AQP8	-0.0952660528566529
AQP9	-0.387792294357316
AQR	-0.00981869162219162
AR	-0.369829937237351
ARAF	-0.0491630984336062
ARAP1	-0.356483627636283
ARAP2 /// LOC101928667	-0.7247048430161
ARAP3	-0.938207107126582
ARC	-0.426035238080414
ARCN1	0.302810487042224
AREG	0.0304300853656683
AREL1	0.289510869263582
ARF1 /// MIR3620	0.283003569402638
ARF1P1 /// ARF1P1	0.0322416857804724
ARF3	0.117059538394447
ARF4	0.388028775051465
ARF5	0.377855514130539
ARF6	0.256229473992098
ARFGAP1	0.167664506056306
ARFGAP2	-0.25687318627522
ARFGAP3	0.341066830127357
ARFGEF1	0.427029731151835
ARFGEF2	0.1872184030915
ARFIP1	0.116278531414578
ARFIP2	0.269147613946206
ARFRP1	0.0256758592360464
ARG2	0.267501260814167
ARGLU1	-0.67950085663124
ARHGAP1	0.0301792842357536
ARHGAP10	-0.32173509329251
ARHGAP12	0.31818308580995
ARHGAP15 /// LOC101928361	-0.459350598938636
ARHGAP17	-0.259282277960976
ARHGAP19	-0.185367804763879
ARHGAP22	0.0224502514409082
ARHGAP24	-0.389031921519409
ARHGAP25	-0.63511196800007
ARHGAP26	0.0840986513635205
ARHGAP28	0.0427910302114869
ARHGAP29	-1.04939797238019
ARHGAP32	0.321869188070837
ARHGAP33	0.13583088120393
ARHGAP35	0.0141844325860605
ARHGAP4	-0.198210899812003
ARHGAP44	-0.69633370316235
ARHGAP5	0.0146398256939282
ARHGAP6	-1.44641865572246
ARHGAP8 /// PRR5-ARHGAP8	0.625772066793322
ARHGDIA	-0.038216098235301
ARHGDIB	-0.244055594298509
ARHGDIG	-0.0542141609521449
ARHGEF1 /// LOC100505585	-0.117620720556674
ARHGEF10	-0.796993383450685
ARHGEF10L	-0.00883624582571763
ARHGEF11	0.0461499822718761
ARHGEF12	-0.194870230763705
ARHGEF15	-0.533394258103891
ARHGEF16	0.42277035785737
ARHGEF17	-0.44809388191233
ARHGEF18	-0.227753361053233
ARHGEF2	-0.4175961989522
ARHGEF26	-0.633462103121012
ARHGEF28	-0.0489625096148725
ARHGEF3	-0.651418707721735
ARHGEF38	0.0520676565446694
ARHGEF4 /// LOC101930241	-0.371496070475254
ARHGEF40	-0.493707804563548
ARHGEF5	0.165969725738513
ARHGEF6	-1.02890065136474
ARHGEF7	-0.229607693040759
ARID1A	0.0352455343328213
ARID3A	0.119997247216554
ARID3B	-0.156075456619116
ARID4A	-0.353864496564746
ARID4B	0.0244668040140237
ARID4B /// RBM34	0.409005985463597
ARID5A	-0.334395362208443
ARID5B	-0.222403023961217
ARIH1	-0.0190859823946266
ARIH2	-0.123211451999729
ARL1	0.426524324203742
ARL14	0.282028049664748
ARL15	0.0499880946364231
ARL17A /// ARL17B /// LOC100294341	0.00155145734129558
ARL2	-0.170751072800105
ARL2BP	-0.0794426070136804
ARL3	-0.0579838266796235
ARL4A	0.0917939624848323
ARL4C	0.465888803633941
ARL4D	0.00863619167038188
ARL5A /// LOC101929356	-0.165976804939811
ARL6IP1	0.31746642402709
ARL6IP4	-0.101262877131109
ARL6IP5	-0.230621680839874
ARL8B	-0.126823341178468
ARMC1	0.446676007724996
ARMC2-AS1 /// ATP5J2	0.519277878849088
ARMC4	0.0316366637292882
ARMC6	-0.0311550146140176
ARMC7	0.074858276898448
ARMC8	-0.205699516773841
ARMC9	0.166431891812399
ARMCX1	-0.785483255800914
ARMCX2	-0.0609172147409094
ARMCX3	0.10798250268987
ARMCX4	-0.0888681705634822
ARMCX5	0.362131626184487
ARMCX6	0.158558784955053
ARNT2	-0.407519243873389
ARNTL	-0.0618552055145614
ARNTL2	0.609092439235482
ARPC1A	0.482200706355082
ARPC1B	0.292798772886599
ARPC2	-0.148562465548498
ARPC3	0.293156817827757
ARPC4	0.0402158243652764
ARPC4 /// ARPC4-TTLL3	0.320021737118995
ARPC4 /// ARPC4-TTLL3 /// TTLL3	-0.162264651967813
ARPC5	-0.119108632173152
ARPC5L	0.231736328209106
ARPIN	-0.00474966955342726
ARPP19	-0.149822349275256
ARPP21	-0.0314604503768683
ARR3	-0.0694833435005275
ARRB1	-0.886961574524124
ARRB2	-0.377839760551044
ARSA	0.200883464933326
ARSB	-0.0149008248982021
ARSD	0.124367181105706
ARSE	0.56916250451516
ARSF	0.0229575373694999
ARSJ	0.154387489944007
ART1	-0.0337479757180912
ART4	-0.331363862739243
ARTN	0.163340721352333
ARVCF	0.0404592128238299
ASAH1	-0.38962590565662
ASAP1	-0.184597707340473
ASAP1-IT1	-0.189478980119462
ASAP2	-0.579872125445353
ASAP3	-0.14999215608572
ASB1	-0.128886737859893
ASB12 /// MTMR8	-0.0502610033122597
ASB13	-0.0504251145827812
ASB4	0.00193337386211034
ASB7	0.106668199102222
ASB8	-0.0705505126986878
ASB9	-0.0607305911379781
ASCC1	0.148926504513822
ASCC2	0.248628838026886
ASCC3	0.517962770287832
ASCL1	0.45897271658961
ASCL3	-0.0278987428449726
ASF1A	-0.0751254390783167
ASF1B	0.451293395524822
ASGR1	-0.127475727537599
ASGR2	0.0170817885501942
ASH1L	0.101837388342842
ASH2L	-0.138702166945471
ASIC1	-0.0267364911075703
ASIC2	-0.0201874572237299
ASIC4	0.00280243322269236
ASIP	0.0260732057131543
ASL	0.0791104086915251
ASMTL	-0.317592144933331
ASMTL-AS1	0.0264665878357739
ASNA1	0.125481037004677
ASNS	0.935845221510321
ASNSD1	-0.139755703383377
ASPA	-0.89470822035278
ASPH	0.691424567851176
ASPHD1	0.0635776688673744
ASPM	1.46276582829399
ASPN	0.469171325980486
ASPSCR1	0.0764952774023717
ASRGL1	-0.203405179574906
ASS1	0.299746613115646
ASTE1	-0.155527293523422
ASTN1	0.0226934820634535
ASUN	0.413219076068154
ASXL1	-0.0576225184304189
ASXL2	-0.0593072417426566
ATAD2	0.729860736782641
ATAD2B	0.121261855212855
ATAD3A /// ATAD3B	0.326265657094621
ATAD5	0.15089117796719
ATAT1	0.1722214802807
ATF1	-0.194592534767643
ATF2	0.165011431715859
ATF3	-1.37188328862913
ATF4	-0.191704981243683
ATF5	0.275121674045287
ATF6	0.1084826134074
ATF6B	0.0271037509741481
ATF6B /// TNXB	-0.00015616184794176
ATF7	-0.0839746812956346
ATF7IP	0.119783225630057
ATF7IP2	0.0423676749026347
ATG10	0.00334343625468314
ATG101	0.214651621002171
ATG12	0.0807987439273523
ATG14	0.0919365010628326
ATG16L1	0.0963013125123258
ATG2A	-0.0141455637935941
ATG2B	0.0463142365289881
ATG3	-0.00480276395297441
ATG4A	-0.079240125897206
ATG5	0.164289335560918
ATG7	-0.0964023793854079
ATG9A	-0.117148646020482
ATHL1	0.265010686819135
ATIC	0.879661529926961
ATM	-0.0085108115345971
ATMIN	0.116357331480078
ATN1	-0.094945448943367
ATOH1	0.0309536552458818
ATOX1	0.149869481395031
ATP10A	-0.354399023132474
ATP10B	0.492298999188333
ATP10D	-0.446415048631644
ATP11A	0.0281154977024247
ATP11B	-0.133676493325713
ATP12A	-0.0621829306607973
ATP13A1	0.171396898101961
ATP13A2	0.359196197392072
ATP13A3	0.251358203539255
ATP1A1	-0.120186224698815
ATP1A2	-0.529798577079668
ATP1A3 /// LOC101927137	0.0245046559351074
ATP1B1	0.614713621111118
ATP1B2	-0.177348496461847
ATP1B3	-0.447538075726191
ATP2A2	0.654862400541797
ATP2A3	0.17863189143563
ATP2B1	-0.346610972345705
ATP2B2	-0.0118133981844259
ATP2B3	-0.0466292166778892
ATP2B4	-0.460871664797407
ATP2C1	-0.138308340442648
ATP2C2	-0.323681380852956
ATP4A	-0.0847666520920418
ATP4B	-0.00612077704046676
ATP5A1	-0.127219784014523
ATP5B	0.218179272629113
ATP5C1	0.277414659648393
ATP5D	0.00305880998730323
ATP5E	0.342270739173909
ATP5F1	0.168123536552745
ATP5G1	0.382346547936747
ATP5G2	0.10763987830985
ATP5G3	0.497152981375946
ATP5H	0.459495955454415
ATP5I	0.194887131541696
ATP5J	0.0733250625948099
ATP5J2-PTCD1 /// PTCD1	0.270619762756777
ATP5L	0.183786538662327
